Date,Value
1911-10-31,12.12
1911-09-30,12.12
1911-08-31,12.25
1911-07-31,12.64
1911-06-30,12.78
1911-05-31,12.78
1911-04-30,12.78
1911-03-31,12.37
1911-02-28,12.51
1911-01-31,12.12
1910-12-31,12.12
1910-11-30,12.12
1910-10-31,11.87
1910-09-30,11.28
1910-08-31,11.17
1910-07-31,11.06
1910-06-30,11.06
1910-05-31,10.72
1910-04-30,10.52
1910-03-31,10.61
1910-02-28,10.82
1910-01-31,10.58
1909-12-31,10.48
1909-11-30,10.58
1909-10-31,10.44
1909-09-30,10.65
1909-08-31,10.76
1909-07-31,10.61
1909-06-30,10.61
1909-05-31,10.72
1909-04-30,10.57
1909-03-31,10.79
1909-02-28,10.79
1909-01-31,10.65
1908-12-31,10.53
1908-11-30,10.65
1908-10-31,11.02
1908-09-30,11.15
1908-08-31,11.15
1908-07-31,11.42
1908-06-30,11.54
1908-05-31,11.54
1908-04-30,11.81
1908-03-31,11.95
1908-02-29,11.95
1908-01-31,12.09
1907-12-31,11.97
1907-11-30,11.71
1907-10-31,10.98
1907-09-30,11.09
1907-08-31,11.09
1907-07-31,10.83
1907-06-30,10.83
1907-05-31,10.95
1907-04-30,10.91
1907-03-31,10.91
1907-02-28,10.79
1907-01-31,10.75
1906-12-31,10.65
1906-11-30,10.49
1906-10-31,10.61
1906-09-30,10.56
1906-08-31,10.68
1906-07-31,10.63
1906-06-30,10.29
1906-05-31,10.01
1906-04-30,9.83
1906-03-31,9.83
1906-02-28,9.55
1906-01-31,9.55
1905-12-31,9.27
1905-11-30,9.38
1905-10-31,9.48
1905-09-30,9.48
1905-08-31,9.1
1905-07-31,9.2
1905-06-30,9.2
1905-05-31,9.2
1905-04-30,9.1
1905-03-31,9.1
1905-02-28,8.71
1905-01-31,8.71
1904-12-31,8.71
1904-11-30,8.71
1904-10-31,9.2
1904-09-30,9.2
1904-08-31,9.31
1904-07-31,9.71
1904-06-30,9.71
1904-05-31,9.71
1904-04-30,9.77
1904-03-31,9.67
1904-02-29,9.55
1904-01-31,10.06
1903-12-31,10.29
1903-11-30,10.29
1903-10-31,10.18
1903-09-30,10.06
1903-08-31,9.89
1903-07-31,9.89
1903-06-30,9.89
1903-05-31,9.89
1903-04-30,9.67
1903-03-31,9.67
1903-02-28,9.07
1903-01-31,9.07
1902-12-31,9.17
1902-11-30,9.27
1902-10-31,8.97
1902-09-30,9.6
1902-08-31,9.71
1902-07-31,9.6
1902-06-30,9.6
1902-05-31,9.41
1902-04-30,9.53
1902-03-31,9.64
1902-02-28,9.64
1902-01-31,9.64
1901-12-31,9.53
1901-11-30,9.64
1901-10-31,9.76
1901-09-30,9.76
1901-08-31,9.57
1901-07-31,9.69
1901-06-30,9.81
1901-05-31,9.81
1901-04-30,9.81
1901-03-31,9.69
1901-02-28,9.38
1901-01-31,9.26
1900-12-31,9.38
1900-11-30,8.95
1900-10-31,8.95
1900-09-30,8.54
1900-08-31,8.33
1900-07-31,7.93
1900-06-30,8.02
1900-05-31,7.63
1900-04-30,7.15
1900-03-31,6.85
1900-02-28,6.85
1900-01-31,6.63
1899-12-31,6.33
1899-11-30,6.41
1899-10-31,6.48
1899-09-30,6.57
1899-08-31,6.82
1899-07-31,6.91
1899-06-30,7.0
1899-05-31,6.76
1899-04-30,6.76
1899-03-31,6.85
1899-02-28,6.85
1899-01-31,7.04
1898-12-31,7.04
1898-11-30,7.15
1898-10-31,7.15
1898-09-30,7.15
1898-08-31,6.79
1898-07-31,6.79
1898-06-30,6.69
1898-05-31,6.25
1898-04-30,6.69
1898-03-31,6.69
1898-02-28,6.34
1898-01-31,6.43
1897-12-31,6.43
1897-11-30,6.43
1897-10-31,6.43
1897-09-30,6.34
1897-08-31,6.52
1897-07-31,6.82
1897-06-30,6.82
1897-05-31,6.82
1897-04-30,6.72
1897-03-31,6.62
1897-02-28,6.62
1897-01-31,6.62
1896-12-31,6.43
1896-11-30,6.43
1896-10-31,6.62
1896-09-30,6.82
1896-08-31,6.82
1896-07-31,6.82
1896-06-30,7.2
1896-05-31,7.1
1896-04-30,6.99
1896-03-31,6.88
1896-02-29,6.88
1896-01-31,6.79
1895-12-31,6.69
1895-11-30,6.6
1895-10-31,6.6
1895-09-30,6.95
1895-08-31,6.95
1895-07-31,6.85
1895-06-30,6.76
1895-05-31,6.85
1895-04-30,6.95
1895-03-31,7.61
1895-02-28,7.61
1895-01-31,7.61
1894-12-31,7.61
1894-11-30,7.5
1894-10-31,7.86
1894-09-30,7.64
1894-08-31,7.74
1894-07-31,8.33
1894-06-30,8.33
1894-05-31,8.33
1894-04-30,8.69
1894-03-31,8.69
1894-02-28,8.45
1894-01-31,8.68
1893-12-31,8.45
1893-11-30,8.33
1893-10-31,8.12
1893-09-30,8.23
1893-08-31,8.56
1893-07-31,8.23
1893-06-30,8.02
1893-05-31,7.5
1893-04-30,7.41
1893-03-31,7.32
1893-02-28,7.15
1893-01-31,7.23
1892-12-31,7.5
1892-11-30,7.59
1892-10-31,7.79
1892-09-30,7.79
1892-08-31,7.47
1892-07-31,7.57
1892-06-30,7.77
1892-05-31,7.77
1892-04-30,7.77
1892-03-31,7.66
1892-02-29,7.14
1892-01-31,7.14
1891-12-31,6.96
1891-11-30,6.96
1891-10-31,6.88
1891-09-30,6.88
1891-08-31,6.79
1891-07-31,6.79
1891-06-30,6.71
1891-05-31,6.55
1891-04-30,6.47
1891-03-31,6.55
1891-02-28,6.63
1891-01-31,6.71
1890-12-31,6.63
1890-11-30,6.63
1890-10-31,6.47
1890-09-30,6.47
1890-08-31,6.55
1890-07-31,6.79
1890-06-30,6.79
1890-05-31,6.79
1890-04-30,6.88
1890-03-31,6.88
1890-02-28,6.88
1890-01-31,6.88
1889-12-31,6.71
1889-11-30,6.79
1889-10-31,6.79
1889-09-30,6.79
1889-08-31,6.88
1889-07-31,6.88
1889-06-30,7.19
1889-05-31,7.19
1889-04-30,7.02
1889-03-31,7.02
1889-02-28,6.93
1889-01-31,6.85
1888-12-31,6.61
1888-11-30,6.61
1888-10-31,6.69
1888-09-30,7.06
1888-08-31,7.06
1888-07-31,7.06
1888-06-30,7.15
1888-05-31,7.06
1888-04-30,6.98
1888-03-31,7.18
1888-02-29,7.18
1888-01-31,7.11
1887-12-31,7.18
1887-11-30,7.35
1887-10-31,7.45
1887-09-30,7.23
1887-08-31,7.15
1887-07-31,7.23
1887-06-30,7.15
1887-05-31,6.76
1887-04-30,6.76
1887-03-31,6.76
1887-02-28,6.76
1887-01-31,6.55
1886-12-31,6.71
1886-11-30,6.79
1886-10-31,6.79
1886-09-30,7.1
1886-08-31,7.1
1886-07-31,7.19
1886-06-30,7.28
1886-05-31,7.19
1886-04-30,7.02
1886-03-31,7.23
1886-02-28,7.15
1886-01-31,7.15
1885-12-31,6.98
1885-11-30,7.45
1885-10-31,7.53
1885-09-30,7.83
1885-08-31,7.74
1885-07-31,8.04
1885-06-30,8.43
1885-05-31,8.24
1885-04-30,8.33
1885-03-31,8.44
1885-02-28,8.53
1885-01-31,8.62
1884-12-31,8.91
1884-11-30,8.81
1884-10-31,8.62
1884-09-30,8.79
1884-08-31,8.7
1884-07-31,8.7
1884-06-30,8.6
1884-05-31,8.6
1884-04-30,8.42
1884-03-31,8.51
1884-02-29,8.51
1884-01-31,8.51
1883-12-31,8.51
1883-11-30,8.6
1883-10-31,8.51
1883-09-30,8.51
1883-08-31,8.43
1883-07-31,8.43
1883-06-30,8.26
1883-05-31,7.77
1883-04-30,7.69
1883-03-31,7.62
1883-02-28,7.55
1883-01-31,7.62
1882-12-31,7.62
1882-11-30,7.55
1882-10-31,7.48
1882-09-30,7.41
1882-08-31,7.21
1882-07-31,7.27
1882-06-30,7.21
1882-05-31,7.27
1882-04-30,7.34
1882-03-31,7.41
1882-02-28,7.41
1882-01-31,7.48
1881-12-31,7.48
1881-11-30,7.48
1881-10-31,7.18
1881-09-30,7.25
1881-08-31,7.28
1881-07-31,7.43
1881-06-30,7.26
1881-05-31,7.26
1881-04-30,6.93
1881-03-31,7.01
1881-02-28,6.76
1881-01-31,6.82
1880-12-31,6.51
1880-11-30,6.57
1880-10-31,6.38
1880-09-30,6.38
1880-08-31,6.19
1880-07-31,6.19
1880-06-30,5.93
1880-05-31,5.81
1880-04-30,5.4
1880-03-31,5.19
1880-02-29,5.0
1880-01-31,5.0
1879-12-31,4.91
1879-11-30,5.05
1879-10-31,5.32
1879-09-30,5.62
1879-08-31,5.53
1879-07-31,5.53
1879-06-30,5.59
1879-05-31,5.53
1879-04-30,5.53
1879-03-31,5.46
1879-02-28,5.12
1879-01-31,5.17
1878-12-31,5.24
1878-11-30,5.12
1878-10-31,5.06
1878-09-30,5.0
1878-08-31,5.0
1878-07-31,5.06
1878-06-30,5.4
1878-05-31,5.28
1878-04-30,5.11
1878-03-31,5.06
1878-02-28,4.95
1878-01-31,4.9
1877-12-31,4.75
1877-11-30,5.0
1877-10-31,5.15
1877-09-30,5.4
1877-08-31,5.58
1877-07-31,5.61
1877-06-30,5.9
1877-05-31,5.58
1877-04-30,5.91
1877-03-31,6.31
1877-02-28,6.25
1877-01-31,6.31
1876-12-31,6.64
1876-11-30,6.76
1876-10-31,6.82
1876-09-30,6.94
1876-08-31,7.01
1876-07-31,7.07
1876-06-30,7.07
1876-05-31,6.88
1876-04-30,6.64
1876-03-31,6.58
1876-02-29,6.58
1876-01-31,6.58
1875-12-31,6.52
1875-11-30,6.47
1875-10-31,6.63
1875-09-30,6.63
1875-08-31,6.57
1875-07-31,6.63
1875-06-30,6.84
1875-05-31,6.73
1875-04-30,6.56
1875-03-31,6.62
1875-02-28,6.82
1875-01-31,6.82
1874-12-31,6.82
1874-11-30,6.82
1874-10-31,6.76
1874-09-30,6.65
1874-08-31,6.65
1874-07-31,6.6
1874-06-30,6.65
1874-05-31,6.5
1874-04-30,6.45
1874-03-31,6.35
1874-02-28,6.35
1874-01-31,6.35
1873-12-31,6.45
1873-11-30,6.6
1873-10-31,6.4
1873-09-30,6.06
1873-08-31,6.06
1873-07-31,6.06
1873-06-30,6.06
1873-05-31,5.7
1873-04-30,5.58
1873-03-31,5.58
1873-02-28,5.58
1873-01-31,5.52
1872-12-31,5.52
1872-11-30,5.44
1872-10-31,5.41
1872-09-30,5.3
1872-08-31,5.33
1872-07-31,5.19
1872-06-30,5.11
1872-05-31,5.07
1872-04-30,4.89
1872-03-31,5.0
1872-02-29,5.08
1872-01-31,4.89
1871-12-31,4.89
1871-11-30,5.0
1871-10-31,5.0
1871-09-30,5.08
1871-08-31,5.2
1871-07-31,5.12
1871-06-30,5.12
1871-05-31,5.04
1871-04-30,4.93
1871-03-31,4.75
1871-02-28,4.82
1871-01-31,4.97
